Date,CenterID,ClassroomID,EnrollmentCount,FTEEnrollment,RatioRequired,StaffNeeded
4/14/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
4/15/1998,C-LCV,CL-LCVIN-01,1,1.6,4,1
4/15/1998,C-LCV,CL-LCVPS-01,1,1,10,1
4/15/1998,C-LCV,CL-LCVTO-01,1,1,6,1
4/16/1998,C-LCV,CL-LCVIN-01,1,1.6,4,1
4/16/1998,C-LCV,CL-LCVPS-01,1,1,10,1
4/16/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
4/17/1998,C-LCV,CL-LCVIN-01,1,1.6,4,1
4/17/1998,C-LCV,CL-LCVPS-01,1,1,10,1
4/17/1998,C-LCV,CL-LCVTO-01,1,1,6,1
4/20/1998,C-LCV,CL-LCVIN-01,1,1.6,4,1
4/20/1998,C-LCV,CL-LCVPS-01,1,1,10,1
4/20/1998,C-LCV,CL-LCVTO-01,1,1,6,1
4/21/1998,C-LCV,CL-LCVIN-01,1,1.6,4,1
4/21/1998,C-LCV,CL-LCVPS-01,1,1,10,1
4/21/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
4/22/1998,C-LCV,CL-LCVIN-01,1,1.6,4,1
4/22/1998,C-LCV,CL-LCVPS-01,1,1,10,1
4/22/1998,C-LCV,CL-LCVTO-01,1,1,6,1
4/23/1998,C-LCV,CL-LCVIN-01,1,1.6,4,1
4/23/1998,C-LCV,CL-LCVPS-01,1,1,10,1
4/23/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
4/24/1998,C-LCV,CL-LCVIN-01,1,1.6,4,1
4/24/1998,C-LCV,CL-LCVPS-01,1,1,10,1
4/24/1998,C-LCV,CL-LCVTO-01,1,1,6,1
4/27/1998,C-LCV,CL-LCVIN-01,1,1.6,4,1
4/27/1998,C-LCV,CL-LCVPS-01,1,1,10,1
4/27/1998,C-LCV,CL-LCVTO-01,1,1,6,1
4/28/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
4/28/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
4/29/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
4/29/1998,C-LCV,CL-LCVTO-01,1,1,6,1
4/30/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
4/30/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
5/1/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
5/1/1998,C-LCV,CL-LCVTO-01,1,1,6,1
5/4/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
5/4/1998,C-LCV,CL-LCVTO-01,1,1,6,1
5/5/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
5/5/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
5/6/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
5/6/1998,C-LCV,CL-LCVTO-01,1,1,6,1
5/7/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
5/7/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
5/8/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
5/8/1998,C-LCV,CL-LCVTO-01,1,1,6,1
5/11/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
5/11/1998,C-LCV,CL-LCVTO-01,1,1,6,1
5/12/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
5/12/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
5/13/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
5/13/1998,C-LCV,CL-LCVTO-01,1,1,6,1
5/14/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
5/14/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
5/15/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
5/15/1998,C-LCV,CL-LCVTO-01,1,1,6,1
5/18/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
5/18/1998,C-LCV,CL-LCVTO-01,1,1,6,1
5/19/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
5/19/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
5/20/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
5/20/1998,C-LCV,CL-LCVTO-01,1,1,6,1
5/21/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
5/21/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
5/22/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
5/22/1998,C-LCV,CL-LCVTO-01,1,1,6,1
5/25/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
5/25/1998,C-LCV,CL-LCVTO-01,1,1,6,1
5/26/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
5/26/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
5/27/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
5/27/1998,C-LCV,CL-LCVTO-01,1,1,6,1
5/28/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
5/28/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
5/29/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
5/29/1998,C-LCV,CL-LCVTO-01,1,1,6,1
6/1/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
6/1/1998,C-LCV,CL-LCVTO-01,1,1,6,1
6/2/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
6/2/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
6/3/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
6/3/1998,C-LCV,CL-LCVTO-01,1,1,6,1
6/4/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
6/4/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
6/5/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
6/5/1998,C-LCV,CL-LCVTO-01,1,1,6,1
6/8/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
6/8/1998,C-LCV,CL-LCVTO-01,1,1,6,1
6/9/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
6/9/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
6/10/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
6/10/1998,C-LCV,CL-LCVTO-01,1,1,6,1
6/11/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
6/11/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
6/12/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
6/12/1998,C-LCV,CL-LCVTO-01,1,1,6,1
6/15/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
6/15/1998,C-LCV,CL-LCVTO-01,1,1,6,1
6/16/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
6/16/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
6/17/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
6/17/1998,C-LCV,CL-LCVTO-01,1,1,6,1
6/18/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
6/18/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
6/19/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
6/19/1998,C-LCV,CL-LCVPS-01,1,0.4,10,1
6/19/1998,C-LCV,CL-LCVTO-01,1,1,6,1
6/22/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
6/22/1998,C-LCV,CL-LCVPS-01,1,0.4,10,1
6/22/1998,C-LCV,CL-LCVTO-01,1,1,6,1
6/23/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
6/23/1998,C-LCV,CL-LCVTO-01,3,1.8,6,1
6/24/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
6/24/1998,C-LCV,CL-LCVTO-01,1,1,6,1
6/25/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
6/25/1998,C-LCV,CL-LCVTO-01,3,1.8,6,1
6/26/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
6/26/1998,C-LCV,CL-LCVTO-01,1,1,6,1
6/29/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
6/29/1998,C-LCV,CL-LCVTO-01,1,1,6,1
6/30/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
6/30/1998,C-LCV,CL-LCVTO-01,3,1.8,6,1
7/1/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
7/1/1998,C-LCV,CL-LCVTO-01,1,1,6,1
7/2/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
7/2/1998,C-LCV,CL-LCVTO-01,3,1.8,6,1
7/3/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
7/3/1998,C-LCV,CL-LCVTO-01,1,1,6,1
7/6/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
7/6/1998,C-LCV,CL-LCVTO-01,1,1,6,1
7/7/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
7/7/1998,C-LCV,CL-LCVTO-01,3,1.8,6,1
7/8/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
7/8/1998,C-LCV,CL-LCVTO-01,1,1,6,1
7/9/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
7/9/1998,C-LCV,CL-LCVTO-01,3,1.8,6,1
7/10/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
7/10/1998,C-LCV,CL-LCVTO-01,1,1,6,1
7/13/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
7/13/1998,C-LCV,CL-LCVTO-01,1,1,6,1
7/14/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
7/14/1998,C-LCV,CL-LCVTO-01,3,1.8,6,1
7/15/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
7/15/1998,C-LCV,CL-LCVTO-01,1,1,6,1
7/16/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
7/16/1998,C-LCV,CL-LCVTO-01,3,1.8,6,1
7/17/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
7/17/1998,C-LCV,CL-LCVTO-01,2,2.2,6,1
7/20/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
7/20/1998,C-LCV,CL-LCVTO-01,2,2.2,6,1
7/21/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
7/21/1998,C-LCV,CL-LCVTO-01,4,3,6,1
7/22/1998,C-LCV,CL-LCVIN-01,2,2.6,4,1
7/22/1998,C-LCV,CL-LCVPS-01,1,0.6,10,1
7/22/1998,C-LCV,CL-LCVTO-01,2,2.2,6,1
7/23/1998,C-JP,CL-JPPS2-01,1,1.6,10,1
7/23/1998,C-LCV,CL-LCVIN-01,1,1,4,1
7/23/1998,C-LCV,CL-LCVTO-01,4,3,6,1
7/24/1998,C-LCV,CL-LCVIN-01,1,1,4,1
7/24/1998,C-LCV,CL-LCVPS-01,1,0.6,10,1
7/24/1998,C-LCV,CL-LCVTO-01,2,2.2,6,1
7/27/1998,C-HP,CL-HPPS2-01,1,0.6,10,1
7/27/1998,C-LCV,CL-LCVIN-01,1,1,4,1
7/27/1998,C-LCV,CL-LCVPS-01,1,0.6,10,1
7/27/1998,C-LCV,CL-LCVTO-01,2,2.2,6,1
7/28/1998,C-JP,CL-JPPS2-01,1,1.6,10,1
7/28/1998,C-LCV,CL-LCVIN-01,1,1,4,1
7/28/1998,C-LCV,CL-LCVTO-01,4,3,6,1
7/29/1998,C-HP,CL-HPPS2-01,1,0.6,10,1
7/29/1998,C-LCV,CL-LCVIN-01,1,1,4,1
7/29/1998,C-LCV,CL-LCVPS-01,1,0.6,10,1
7/29/1998,C-LCV,CL-LCVTO-01,2,2.2,6,1
7/30/1998,C-JP,CL-JPPS2-01,1,1.6,10,1
7/30/1998,C-LCV,CL-LCVIN-01,1,1,4,1
7/30/1998,C-LCV,CL-LCVTO-01,4,3,6,1
7/31/1998,C-HP,CL-HPPS2-01,1,0.6,10,1
7/31/1998,C-LCV,CL-LCVIN-01,1,1,4,1
7/31/1998,C-LCV,CL-LCVPS-01,1,0.6,10,1
7/31/1998,C-LCV,CL-LCVTO-01,2,2.2,6,1
8/3/1998,C-HP,CL-HPPS2-01,1,0.6,10,1
8/3/1998,C-LCV,CL-LCVIN-01,1,1,4,1
8/3/1998,C-LCV,CL-LCVPS-01,1,0.6,10,1
8/3/1998,C-LCV,CL-LCVTO-01,2,2.2,6,1
8/4/1998,C-JP,CL-JPPS2-01,1,1.6,10,1
8/4/1998,C-LCV,CL-LCVIN-01,1,1,4,1
8/4/1998,C-LCV,CL-LCVTO-01,4,3,6,1
8/5/1998,C-HP,CL-HPPS2-01,1,0.6,10,1
8/5/1998,C-LCV,CL-LCVIN-01,1,1,4,1
8/5/1998,C-LCV,CL-LCVPS-01,1,0.6,10,1
8/5/1998,C-LCV,CL-LCVTO-01,2,2.2,6,1
8/6/1998,C-JP,CL-JPPS2-01,1,1.6,10,1
8/6/1998,C-LCV,CL-LCVIN-01,1,1,4,1
8/6/1998,C-LCV,CL-LCVTO-01,3,2.6,6,1
8/7/1998,C-HP,CL-HPPS2-01,1,0.6,10,1
8/7/1998,C-LCV,CL-LCVIN-01,1,1,4,1
8/7/1998,C-LCV,CL-LCVPS-01,1,0.6,10,1
8/7/1998,C-LCV,CL-LCVTO-01,2,2.2,6,1
8/10/1998,C-HP,CL-HPPS2-01,1,0.6,10,1
8/10/1998,C-LCV,CL-LCVIN-01,1,1,4,1
8/10/1998,C-LCV,CL-LCVPS-01,2,2,10,1
8/10/1998,C-LCV,CL-LCVTO-01,2,2.2,6,1
8/11/1998,C-JP,CL-JPPS2-01,1,1.6,10,1
8/11/1998,C-LCV,CL-LCVIN-01,1,1,4,1
8/11/1998,C-LCV,CL-LCVPS-01,1,1.4,10,1
8/11/1998,C-LCV,CL-LCVTO-01,3,2.6,6,1
8/12/1998,C-HP,CL-HPPS2-01,1,0.6,10,1
8/12/1998,C-LCV,CL-LCVIN-01,1,1,4,1
8/12/1998,C-LCV,CL-LCVPS-01,2,2,10,1
8/12/1998,C-LCV,CL-LCVTO-01,2,2.2,6,1
8/13/1998,C-JP,CL-JPPS2-01,1,1.6,10,1
8/13/1998,C-LCV,CL-LCVIN-01,1,1,4,1
8/13/1998,C-LCV,CL-LCVPS-01,1,1.4,10,1
8/13/1998,C-LCV,CL-LCVTO-01,3,2.6,6,1
8/14/1998,C-HP,CL-HPPS2-01,1,0.6,10,1
8/14/1998,C-LCV,CL-LCVIN-01,1,1,4,1
8/14/1998,C-LCV,CL-LCVPS-01,2,2,10,1
8/14/1998,C-LCV,CL-LCVTO-01,2,2.2,6,1
8/17/1998,C-HP,CL-HPPS2-01,1,0.6,10,1
8/17/1998,C-LCV,CL-LCVIN-01,1,1,4,1
8/17/1998,C-LCV,CL-LCVPS-01,2,2,10,1
8/17/1998,C-LCV,CL-LCVTO-01,2,2.2,6,1
8/18/1998,C-JP,CL-JPPS2-01,1,1.6,10,1
8/18/1998,C-LCV,CL-LCVIN-01,1,1,4,1
8/18/1998,C-LCV,CL-LCVPS-01,1,1.4,10,1
8/18/1998,C-LCV,CL-LCVTO-01,3,2.6,6,1
8/19/1998,C-HP,CL-HPPS2-01,1,0.6,10,1
8/19/1998,C-LCV,CL-LCVIN-01,2,2.2,4,1
8/19/1998,C-LCV,CL-LCVPS-01,2,2,10,1
8/19/1998,C-LCV,CL-LCVTO-01,1,1,6,1
8/20/1998,C-JP,CL-JPPS2-01,1,1.6,10,1
8/20/1998,C-LCV,CL-LCVIN-01,1,1,4,1
8/20/1998,C-LCV,CL-LCVPS-01,1,1.4,10,1
8/20/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
8/21/1998,C-HP,CL-HPPS2-01,1,0.6,10,1
8/21/1998,C-LCV,CL-LCVIN-01,2,2.2,4,1
8/21/1998,C-LCV,CL-LCVPS-01,2,2,10,1
8/21/1998,C-LCV,CL-LCVTO-01,1,1,6,1
8/24/1998,C-HP,CL-HPPS2-01,1,0.6,10,1
8/24/1998,C-LCV,CL-LCVIN-01,2,2.2,4,1
8/24/1998,C-LCV,CL-LCVPS-01,2,2,10,1
8/24/1998,C-LCV,CL-LCVTO-01,1,1,6,1
8/25/1998,C-JP,CL-JPPS2-01,1,1.6,10,1
8/25/1998,C-LCV,CL-LCVIN-01,1,1,4,1
8/25/1998,C-LCV,CL-LCVPS-01,1,1.4,10,1
8/25/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
8/26/1998,C-HP,CL-HPPS2-01,1,0.6,10,1
8/26/1998,C-LCV,CL-LCVIN-01,2,2.2,4,1
8/26/1998,C-LCV,CL-LCVPS-01,2,2,10,1
8/26/1998,C-LCV,CL-LCVTO-01,1,1,6,1
8/27/1998,C-JP,CL-JPPS2-01,1,1.6,10,1
8/27/1998,C-LCV,CL-LCVIN-01,1,1,4,1
8/27/1998,C-LCV,CL-LCVPS-01,1,1.4,10,1
8/27/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
8/28/1998,C-HP,CL-HPPS2-01,1,0.6,10,1
8/28/1998,C-LCV,CL-LCVIN-01,2,2.2,4,1
8/28/1998,C-LCV,CL-LCVPS-01,2,2,10,1
8/28/1998,C-LCV,CL-LCVTO-01,1,1,6,1
8/31/1998,C-HP,CL-HPPS2-01,1,0.6,10,1
8/31/1998,C-LCV,CL-LCVIN-01,2,2.2,4,1
8/31/1998,C-LCV,CL-LCVPS-01,2,2,10,1
8/31/1998,C-LCV,CL-LCVTO-01,1,1,6,1
9/1/1998,C-JP,CL-JPPS2-01,1,1.6,10,1
9/1/1998,C-LCV,CL-LCVIN-01,1,1,4,1
9/1/1998,C-LCV,CL-LCVPS-01,1,1.4,10,1
9/1/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
9/2/1998,C-HP,CL-HPPS2-01,1,0.6,10,1
9/2/1998,C-LCV,CL-LCVIN-01,2,2.2,4,1
9/2/1998,C-LCV,CL-LCVPS-01,2,2,10,1
9/2/1998,C-LCV,CL-LCVTO-01,1,1,6,1
9/3/1998,C-JP,CL-JPPS2-01,1,1.6,10,1
9/3/1998,C-LCV,CL-LCVIN-01,1,1,4,1
9/3/1998,C-LCV,CL-LCVPS-01,1,1.4,10,1
9/3/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
9/4/1998,C-HP,CL-HPPS2-01,1,0.6,10,1
9/4/1998,C-LCV,CL-LCVIN-01,2,2.2,4,1
9/4/1998,C-LCV,CL-LCVPS-01,2,2,10,1
9/4/1998,C-LCV,CL-LCVTO-01,1,1,6,1
9/7/1998,C-HP,CL-HPPS2-01,1,0.6,10,1
9/7/1998,C-LCV,CL-LCVIN-01,2,2.2,4,1
9/7/1998,C-LCV,CL-LCVPS-01,2,2,10,1
9/7/1998,C-LCV,CL-LCVTO-01,1,1,6,1
9/8/1998,C-JP,CL-JPPS2-01,1,1.6,10,1
9/8/1998,C-LCV,CL-LCVIN-01,1,1,4,1
9/8/1998,C-LCV,CL-LCVPS-01,1,1.4,10,1
9/8/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
9/9/1998,C-HP,CL-HPPS2-01,1,0.6,10,1
9/9/1998,C-LCV,CL-LCVIN-01,2,2.2,4,1
9/9/1998,C-LCV,CL-LCVPS-01,2,2,10,1
9/9/1998,C-LCV,CL-LCVTO-01,1,1,6,1
9/10/1998,C-JP,CL-JPPS2-01,1,1.6,10,1
9/10/1998,C-LCV,CL-LCVIN-01,1,1,4,1
9/10/1998,C-LCV,CL-LCVPS-01,1,1.4,10,1
9/10/1998,C-LCV,CL-LCVTO-01,2,1.4,6,1
9/11/1998,C-HP,CL-HPPS2-01,1,0.6,10,1
9/11/1998,C-LCV,CL-LCVIN-01,2,2.2,4,1
9/11/1998,C-LCV,CL-LCVPS-01,2,2,10,1
9/11/1998,C-LCV,CL-LCVTO-01,1,1,6,1
9/14/1998,C-HP,CL-HPPS2-01,1,0.6,10,1
9/14/1998,C-LCV,CL-LCVIN-01,3,3.8,4,1
9/14/1998,C-LCV,CL-LCVPS-01,2,2,10,1
9/14/1998,C-LCV,CL-LCVTO-01,1,1,6,1
