Date,CenterID,ClassroomID,EnrollmentCount,FTEEnrollment
3/2/1998,C-LCV,CL-LCVIN-01,1,1.6
3/2/1998,C-LCV,CL-LCVTO-01,1,1
3/3/1998,C-LCV,CL-LCVIN-01,1,1.6
3/3/1998,C-LCV,CL-LCVTO-01,1,1
3/4/1998,C-LCV,CL-LCVIN-01,1,1.6
3/4/1998,C-LCV,CL-LCVTO-01,1,1
3/5/1998,C-LCV,CL-LCVIN-01,1,1.6
3/5/1998,C-LCV,CL-LCVTO-01,1,1
3/6/1998,C-LCV,CL-LCVIN-01,1,1.6
3/6/1998,C-LCV,CL-LCVTO-01,1,1
3/9/1998,C-LCV,CL-LCVIN-01,1,1.6
3/9/1998,C-LCV,CL-LCVTO-01,1,1
3/10/1998,C-LCV,CL-LCVIN-01,1,1.6
3/10/1998,C-LCV,CL-LCVTO-01,1,1
3/11/1998,C-LCV,CL-LCVIN-01,1,1.6
3/11/1998,C-LCV,CL-LCVTO-01,1,1
3/12/1998,C-LCV,CL-LCVIN-01,1,1.6
3/12/1998,C-LCV,CL-LCVTO-01,1,1
3/13/1998,C-LCV,CL-LCVIN-01,1,1.6
3/13/1998,C-LCV,CL-LCVTO-01,1,1
3/16/1998,C-LCV,CL-LCVIN-01,1,1.6
3/16/1998,C-LCV,CL-LCVTO-01,1,1
3/17/1998,C-LCV,CL-LCVIN-01,1,1.6
3/17/1998,C-LCV,CL-LCVPS-01,1,1
3/17/1998,C-LCV,CL-LCVTO-01,1,1
3/18/1998,C-LCV,CL-LCVIN-01,1,1.6
3/18/1998,C-LCV,CL-LCVPS-01,1,1
3/18/1998,C-LCV,CL-LCVTO-01,1,1
3/19/1998,C-LCV,CL-LCVIN-01,1,1.6
3/19/1998,C-LCV,CL-LCVPS-01,1,1
3/19/1998,C-LCV,CL-LCVTO-01,1,1
3/20/1998,C-LCV,CL-LCVIN-01,1,1.6
3/20/1998,C-LCV,CL-LCVPS-01,1,1
3/20/1998,C-LCV,CL-LCVTO-01,1,1
3/23/1998,C-LCV,CL-LCVIN-01,1,1.6
3/23/1998,C-LCV,CL-LCVPS-01,1,1
3/23/1998,C-LCV,CL-LCVTO-01,1,1
3/24/1998,C-LCV,CL-LCVIN-01,1,1.6
3/24/1998,C-LCV,CL-LCVPS-01,1,1
3/24/1998,C-LCV,CL-LCVTO-01,1,1
3/25/1998,C-LCV,CL-LCVIN-01,1,1.6
3/25/1998,C-LCV,CL-LCVPS-01,1,1
3/25/1998,C-LCV,CL-LCVTO-01,1,1
3/26/1998,C-LCV,CL-LCVIN-01,1,1.6
3/26/1998,C-LCV,CL-LCVPS-01,1,1
3/26/1998,C-LCV,CL-LCVTO-01,1,1
3/27/1998,C-LCV,CL-LCVIN-01,1,1.6
3/27/1998,C-LCV,CL-LCVPS-01,1,1
3/27/1998,C-LCV,CL-LCVTO-01,1,1
3/30/1998,C-LCV,CL-LCVIN-01,1,1.6
3/30/1998,C-LCV,CL-LCVPS-01,1,1
3/30/1998,C-LCV,CL-LCVTO-01,1,1
3/31/1998,C-LCV,CL-LCVIN-01,1,1.6
3/31/1998,C-LCV,CL-LCVPS-01,1,1
3/31/1998,C-LCV,CL-LCVTO-01,1,1
4/1/1998,C-LCV,CL-LCVIN-01,1,1.6
4/1/1998,C-LCV,CL-LCVPS-01,1,1
4/1/1998,C-LCV,CL-LCVTO-01,1,1
4/2/1998,C-LCV,CL-LCVIN-01,1,1.6
4/2/1998,C-LCV,CL-LCVPS-01,1,1
4/2/1998,C-LCV,CL-LCVTO-01,1,1
4/3/1998,C-LCV,CL-LCVIN-01,1,1.6
4/3/1998,C-LCV,CL-LCVPS-01,1,1
4/3/1998,C-LCV,CL-LCVTO-01,1,1
4/6/1998,C-LCV,CL-LCVIN-01,1,1.6
4/6/1998,C-LCV,CL-LCVPS-01,2,1.4
4/6/1998,C-LCV,CL-LCVTO-01,1,1
4/7/1998,C-LCV,CL-LCVIN-01,1,1.6
4/7/1998,C-LCV,CL-LCVPS-01,1,1
4/7/1998,C-LCV,CL-LCVTO-01,2,1.4
4/8/1998,C-LCV,CL-LCVIN-01,1,1.6
4/8/1998,C-LCV,CL-LCVPS-01,1,1
4/8/1998,C-LCV,CL-LCVTO-01,1,1
4/9/1998,C-LCV,CL-LCVIN-01,1,1.6
4/9/1998,C-LCV,CL-LCVPS-01,1,1
4/9/1998,C-LCV,CL-LCVTO-01,2,1.4
4/10/1998,C-LCV,CL-LCVIN-01,1,1.6
4/10/1998,C-LCV,CL-LCVPS-01,1,1
4/10/1998,C-LCV,CL-LCVTO-01,1,1
4/13/1998,C-LCV,CL-LCVIN-01,1,1.6
4/13/1998,C-LCV,CL-LCVPS-01,1,1
4/13/1998,C-LCV,CL-LCVTO-01,1,1
4/14/1998,C-LCV,CL-LCVIN-01,1,1.6
4/14/1998,C-LCV,CL-LCVPS-01,1,1
4/14/1998,C-LCV,CL-LCVTO-01,2,1.4
4/15/1998,C-LCV,CL-LCVIN-01,1,1.6
4/15/1998,C-LCV,CL-LCVPS-01,1,1
4/15/1998,C-LCV,CL-LCVTO-01,1,1
4/16/1998,C-LCV,CL-LCVIN-01,1,1.6
4/16/1998,C-LCV,CL-LCVPS-01,1,1
4/16/1998,C-LCV,CL-LCVTO-01,2,1.4
4/17/1998,C-LCV,CL-LCVIN-01,1,1.6
4/17/1998,C-LCV,CL-LCVPS-01,1,1
4/17/1998,C-LCV,CL-LCVTO-01,1,1
4/20/1998,C-LCV,CL-LCVIN-01,1,1.6
4/20/1998,C-LCV,CL-LCVPS-01,1,1
4/20/1998,C-LCV,CL-LCVTO-01,1,1
4/21/1998,C-LCV,CL-LCVIN-01,1,1.6
4/21/1998,C-LCV,CL-LCVPS-01,1,1
4/21/1998,C-LCV,CL-LCVTO-01,2,1.4
4/22/1998,C-LCV,CL-LCVIN-01,1,1.6
4/22/1998,C-LCV,CL-LCVPS-01,1,1
4/22/1998,C-LCV,CL-LCVTO-01,1,1
4/23/1998,C-LCV,CL-LCVIN-01,1,1.6
4/23/1998,C-LCV,CL-LCVPS-01,1,1
4/23/1998,C-LCV,CL-LCVTO-01,2,1.4
4/24/1998,C-LCV,CL-LCVIN-01,1,1.6
4/24/1998,C-LCV,CL-LCVPS-01,1,1
4/24/1998,C-LCV,CL-LCVTO-01,1,1
4/27/1998,C-LCV,CL-LCVIN-01,1,1.6
4/27/1998,C-LCV,CL-LCVPS-01,1,1
4/27/1998,C-LCV,CL-LCVTO-01,1,1
4/28/1998,C-LCV,CL-LCVIN-01,2,2.6
4/28/1998,C-LCV,CL-LCVTO-01,2,1.4
4/29/1998,C-LCV,CL-LCVIN-01,2,2.6
4/29/1998,C-LCV,CL-LCVTO-01,1,1
4/30/1998,C-LCV,CL-LCVIN-01,2,2.6
4/30/1998,C-LCV,CL-LCVTO-01,2,1.4
5/1/1998,C-LCV,CL-LCVIN-01,2,2.6
5/1/1998,C-LCV,CL-LCVTO-01,1,1
5/4/1998,C-LCV,CL-LCVIN-01,2,2.6
5/4/1998,C-LCV,CL-LCVTO-01,1,1
5/5/1998,C-LCV,CL-LCVIN-01,2,2.6
5/5/1998,C-LCV,CL-LCVTO-01,2,1.4
5/6/1998,C-LCV,CL-LCVIN-01,2,2.6
5/6/1998,C-LCV,CL-LCVTO-01,1,1
5/7/1998,C-LCV,CL-LCVIN-01,2,2.6
5/7/1998,C-LCV,CL-LCVTO-01,2,1.4
5/8/1998,C-LCV,CL-LCVIN-01,2,2.6
5/8/1998,C-LCV,CL-LCVTO-01,1,1
5/11/1998,C-LCV,CL-LCVIN-01,2,2.6
5/11/1998,C-LCV,CL-LCVTO-01,1,1
5/12/1998,C-LCV,CL-LCVIN-01,2,2.6
5/12/1998,C-LCV,CL-LCVTO-01,2,1.4
5/13/1998,C-LCV,CL-LCVIN-01,2,2.6
5/13/1998,C-LCV,CL-LCVTO-01,1,1
5/14/1998,C-LCV,CL-LCVIN-01,2,2.6
5/14/1998,C-LCV,CL-LCVTO-01,2,1.4
5/15/1998,C-LCV,CL-LCVIN-01,2,2.6
5/15/1998,C-LCV,CL-LCVTO-01,1,1
5/18/1998,C-LCV,CL-LCVIN-01,2,2.6
5/18/1998,C-LCV,CL-LCVTO-01,1,1
5/19/1998,C-LCV,CL-LCVIN-01,2,2.6
5/19/1998,C-LCV,CL-LCVTO-01,2,1.4
5/20/1998,C-LCV,CL-LCVIN-01,2,2.6
5/20/1998,C-LCV,CL-LCVTO-01,1,1
5/21/1998,C-LCV,CL-LCVIN-01,2,2.6
5/21/1998,C-LCV,CL-LCVTO-01,2,1.4
5/22/1998,C-LCV,CL-LCVIN-01,2,2.6
5/22/1998,C-LCV,CL-LCVTO-01,1,1
5/25/1998,C-LCV,CL-LCVIN-01,2,2.6
5/25/1998,C-LCV,CL-LCVTO-01,1,1
5/26/1998,C-LCV,CL-LCVIN-01,2,2.6
5/26/1998,C-LCV,CL-LCVTO-01,2,1.4
5/27/1998,C-LCV,CL-LCVIN-01,2,2.6
5/27/1998,C-LCV,CL-LCVTO-01,1,1
5/28/1998,C-LCV,CL-LCVIN-01,2,2.6
5/28/1998,C-LCV,CL-LCVTO-01,2,1.4
5/29/1998,C-LCV,CL-LCVIN-01,2,2.6
5/29/1998,C-LCV,CL-LCVTO-01,1,1
6/1/1998,C-LCV,CL-LCVIN-01,2,2.6
6/1/1998,C-LCV,CL-LCVTO-01,1,1
6/2/1998,C-LCV,CL-LCVIN-01,2,2.6
6/2/1998,C-LCV,CL-LCVTO-01,2,1.4
6/3/1998,C-LCV,CL-LCVIN-01,2,2.6
6/3/1998,C-LCV,CL-LCVTO-01,1,1
6/4/1998,C-LCV,CL-LCVIN-01,2,2.6
6/4/1998,C-LCV,CL-LCVTO-01,2,1.4
6/5/1998,C-LCV,CL-LCVIN-01,2,2.6
6/5/1998,C-LCV,CL-LCVTO-01,1,1
6/8/1998,C-LCV,CL-LCVIN-01,2,2.6
6/8/1998,C-LCV,CL-LCVTO-01,1,1
6/9/1998,C-LCV,CL-LCVIN-01,2,2.6
6/9/1998,C-LCV,CL-LCVTO-01,2,1.4
6/10/1998,C-LCV,CL-LCVIN-01,2,2.6
6/10/1998,C-LCV,CL-LCVTO-01,1,1
6/11/1998,C-LCV,CL-LCVIN-01,2,2.6
6/11/1998,C-LCV,CL-LCVTO-01,2,1.4
6/12/1998,C-LCV,CL-LCVIN-01,2,2.6
6/12/1998,C-LCV,CL-LCVTO-01,1,1
6/15/1998,C-LCV,CL-LCVIN-01,2,2.6
6/15/1998,C-LCV,CL-LCVTO-01,1,1
6/16/1998,C-LCV,CL-LCVIN-01,2,2.6
6/16/1998,C-LCV,CL-LCVTO-01,2,1.4
6/17/1998,C-LCV,CL-LCVIN-01,2,2.6
6/17/1998,C-LCV,CL-LCVTO-01,1,1
6/18/1998,C-LCV,CL-LCVIN-01,2,2.6
6/18/1998,C-LCV,CL-LCVTO-01,2,1.4
6/19/1998,C-LCV,CL-LCVIN-01,2,2.6
6/19/1998,C-LCV,CL-LCVPS-01,1,0.4
6/19/1998,C-LCV,CL-LCVTO-01,1,1
6/22/1998,C-LCV,CL-LCVIN-01,2,2.6
6/22/1998,C-LCV,CL-LCVPS-01,1,0.4
6/22/1998,C-LCV,CL-LCVTO-01,1,1
6/23/1998,C-LCV,CL-LCVIN-01,2,2.6
6/23/1998,C-LCV,CL-LCVTO-01,3,1.8
6/24/1998,C-LCV,CL-LCVIN-01,2,2.6
6/24/1998,C-LCV,CL-LCVTO-01,1,1
6/25/1998,C-LCV,CL-LCVIN-01,2,2.6
6/25/1998,C-LCV,CL-LCVTO-01,3,1.8
6/26/1998,C-LCV,CL-LCVIN-01,2,2.6
6/26/1998,C-LCV,CL-LCVTO-01,1,1
6/29/1998,C-LCV,CL-LCVIN-01,2,2.6
6/29/1998,C-LCV,CL-LCVTO-01,1,1
6/30/1998,C-LCV,CL-LCVIN-01,2,2.6
6/30/1998,C-LCV,CL-LCVTO-01,3,1.8
7/1/1998,C-LCV,CL-LCVIN-01,2,2.6
7/1/1998,C-LCV,CL-LCVTO-01,1,1
7/2/1998,C-LCV,CL-LCVIN-01,2,2.6
7/2/1998,C-LCV,CL-LCVTO-01,3,1.8
7/3/1998,C-LCV,CL-LCVIN-01,2,2.6
7/3/1998,C-LCV,CL-LCVTO-01,1,1
7/6/1998,C-LCV,CL-LCVIN-01,2,2.6
7/6/1998,C-LCV,CL-LCVTO-01,1,1
7/7/1998,C-LCV,CL-LCVIN-01,2,2.6
7/7/1998,C-LCV,CL-LCVTO-01,3,1.8
7/8/1998,C-LCV,CL-LCVIN-01,2,2.6
7/8/1998,C-LCV,CL-LCVTO-01,1,1
7/9/1998,C-LCV,CL-LCVIN-01,2,2.6
7/9/1998,C-LCV,CL-LCVTO-01,3,1.8
7/10/1998,C-LCV,CL-LCVIN-01,2,2.6
7/10/1998,C-LCV,CL-LCVTO-01,1,1
7/13/1998,C-LCV,CL-LCVIN-01,2,2.6
7/13/1998,C-LCV,CL-LCVTO-01,1,1
7/14/1998,C-LCV,CL-LCVIN-01,2,2.6
7/14/1998,C-LCV,CL-LCVTO-01,3,1.8
7/15/1998,C-LCV,CL-LCVIN-01,2,2.6
7/15/1998,C-LCV,CL-LCVTO-01,1,1
7/16/1998,C-LCV,CL-LCVIN-01,2,2.6
7/16/1998,C-LCV,CL-LCVTO-01,3,1.8
7/17/1998,C-LCV,CL-LCVIN-01,2,2.6
7/17/1998,C-LCV,CL-LCVTO-01,2,2.2
7/20/1998,C-LCV,CL-LCVIN-01,2,2.6
7/20/1998,C-LCV,CL-LCVTO-01,2,2.2
7/21/1998,C-LCV,CL-LCVIN-01,2,2.6
7/21/1998,C-LCV,CL-LCVTO-01,4,3
7/22/1998,C-LCV,CL-LCVIN-01,2,2.6
7/22/1998,C-LCV,CL-LCVPS-01,1,0.6
7/22/1998,C-LCV,CL-LCVTO-01,2,2.2
7/23/1998,C-JP,CL-JPPS2-01,1,1.6
7/23/1998,C-LCV,CL-LCVIN-01,1,1
7/23/1998,C-LCV,CL-LCVTO-01,4,3
7/24/1998,C-LCV,CL-LCVIN-01,1,1
7/24/1998,C-LCV,CL-LCVPS-01,1,0.6
7/24/1998,C-LCV,CL-LCVTO-01,2,2.2
7/27/1998,C-HP,CL-HPPS2-01,1,0.6
7/27/1998,C-LCV,CL-LCVIN-01,1,1
7/27/1998,C-LCV,CL-LCVPS-01,1,0.6
7/27/1998,C-LCV,CL-LCVTO-01,2,2.2
7/28/1998,C-JP,CL-JPPS2-01,1,1.6
7/28/1998,C-LCV,CL-LCVIN-01,1,1
7/28/1998,C-LCV,CL-LCVTO-01,4,3
7/29/1998,C-HP,CL-HPPS2-01,1,0.6
7/29/1998,C-LCV,CL-LCVIN-01,1,1
7/29/1998,C-LCV,CL-LCVPS-01,1,0.6
7/29/1998,C-LCV,CL-LCVTO-01,2,2.2
7/30/1998,C-JP,CL-JPPS2-01,1,1.6
7/30/1998,C-LCV,CL-LCVIN-01,1,1
7/30/1998,C-LCV,CL-LCVTO-01,4,3
7/31/1998,C-HP,CL-HPPS2-01,1,0.6
7/31/1998,C-LCV,CL-LCVIN-01,1,1
7/31/1998,C-LCV,CL-LCVPS-01,1,0.6
7/31/1998,C-LCV,CL-LCVTO-01,2,2.2
8/3/1998,C-HP,CL-HPPS2-01,1,0.6
8/3/1998,C-LCV,CL-LCVIN-01,1,1
8/3/1998,C-LCV,CL-LCVPS-01,1,0.6
8/3/1998,C-LCV,CL-LCVTO-01,2,2.2
8/4/1998,C-JP,CL-JPPS2-01,1,1.6
8/4/1998,C-LCV,CL-LCVIN-01,1,1
8/4/1998,C-LCV,CL-LCVTO-01,4,3
8/5/1998,C-HP,CL-HPPS2-01,1,0.6
8/5/1998,C-LCV,CL-LCVIN-01,1,1
8/5/1998,C-LCV,CL-LCVPS-01,1,0.6
8/5/1998,C-LCV,CL-LCVTO-01,2,2.2
8/6/1998,C-JP,CL-JPPS2-01,1,1.6
8/6/1998,C-LCV,CL-LCVIN-01,1,1
8/6/1998,C-LCV,CL-LCVTO-01,3,2.6
8/7/1998,C-HP,CL-HPPS2-01,1,0.6
8/7/1998,C-LCV,CL-LCVIN-01,1,1
8/7/1998,C-LCV,CL-LCVPS-01,1,0.6
8/7/1998,C-LCV,CL-LCVTO-01,2,2.2
8/10/1998,C-HP,CL-HPPS2-01,1,0.6
8/10/1998,C-LCV,CL-LCVIN-01,1,1
8/10/1998,C-LCV,CL-LCVPS-01,2,2
8/10/1998,C-LCV,CL-LCVTO-01,2,2.2
8/11/1998,C-JP,CL-JPPS2-01,1,1.6
8/11/1998,C-LCV,CL-LCVIN-01,1,1
8/11/1998,C-LCV,CL-LCVPS-01,1,1.4
8/11/1998,C-LCV,CL-LCVTO-01,3,2.6
8/12/1998,C-HP,CL-HPPS2-01,1,0.6
8/12/1998,C-LCV,CL-LCVIN-01,1,1
8/12/1998,C-LCV,CL-LCVPS-01,2,2
8/12/1998,C-LCV,CL-LCVTO-01,2,2.2
8/13/1998,C-JP,CL-JPPS2-01,1,1.6
8/13/1998,C-LCV,CL-LCVIN-01,1,1
8/13/1998,C-LCV,CL-LCVPS-01,1,1.4
8/13/1998,C-LCV,CL-LCVTO-01,3,2.6
8/14/1998,C-HP,CL-HPPS2-01,1,0.6
8/14/1998,C-LCV,CL-LCVIN-01,1,1
8/14/1998,C-LCV,CL-LCVPS-01,2,2
8/14/1998,C-LCV,CL-LCVTO-01,2,2.2
8/17/1998,C-HP,CL-HPPS2-01,1,0.6
8/17/1998,C-LCV,CL-LCVIN-01,1,1
8/17/1998,C-LCV,CL-LCVPS-01,2,2
8/17/1998,C-LCV,CL-LCVTO-01,2,2.2
8/18/1998,C-JP,CL-JPPS2-01,1,1.6
8/18/1998,C-LCV,CL-LCVIN-01,1,1
8/18/1998,C-LCV,CL-LCVPS-01,1,1.4
8/18/1998,C-LCV,CL-LCVTO-01,3,2.6
8/19/1998,C-HP,CL-HPPS2-01,1,0.6
8/19/1998,C-LCV,CL-LCVIN-01,2,2.2
8/19/1998,C-LCV,CL-LCVPS-01,2,2
8/19/1998,C-LCV,CL-LCVTO-01,1,1
8/20/1998,C-JP,CL-JPPS2-01,1,1.6
8/20/1998,C-LCV,CL-LCVIN-01,1,1
8/20/1998,C-LCV,CL-LCVPS-01,1,1.4
8/20/1998,C-LCV,CL-LCVTO-01,2,1.4
8/21/1998,C-HP,CL-HPPS2-01,1,0.6
8/21/1998,C-LCV,CL-LCVIN-01,2,2.2
8/21/1998,C-LCV,CL-LCVPS-01,2,2
8/21/1998,C-LCV,CL-LCVTO-01,1,1
8/24/1998,C-HP,CL-HPPS2-01,1,0.6
8/24/1998,C-LCV,CL-LCVIN-01,2,2.2
8/24/1998,C-LCV,CL-LCVPS-01,2,2
8/24/1998,C-LCV,CL-LCVTO-01,1,1
8/25/1998,C-JP,CL-JPPS2-01,1,1.6
8/25/1998,C-LCV,CL-LCVIN-01,1,1
8/25/1998,C-LCV,CL-LCVPS-01,1,1.4
8/25/1998,C-LCV,CL-LCVTO-01,2,1.4
8/26/1998,C-HP,CL-HPPS2-01,1,0.6
8/26/1998,C-LCV,CL-LCVIN-01,2,2.2
8/26/1998,C-LCV,CL-LCVPS-01,2,2
8/26/1998,C-LCV,CL-LCVTO-01,1,1
8/27/1998,C-JP,CL-JPPS2-01,1,1.6
8/27/1998,C-LCV,CL-LCVIN-01,1,1
8/27/1998,C-LCV,CL-LCVPS-01,1,1.4
8/27/1998,C-LCV,CL-LCVTO-01,2,1.4
8/28/1998,C-HP,CL-HPPS2-01,1,0.6
8/28/1998,C-LCV,CL-LCVIN-01,2,2.2
8/28/1998,C-LCV,CL-LCVPS-01,2,2
8/28/1998,C-LCV,CL-LCVTO-01,1,1
8/31/1998,C-HP,CL-HPPS2-01,1,0.6
8/31/1998,C-LCV,CL-LCVIN-01,2,2.2
8/31/1998,C-LCV,CL-LCVPS-01,2,2
8/31/1998,C-LCV,CL-LCVTO-01,1,1
9/1/1998,C-JP,CL-JPPS2-01,1,1.6
9/1/1998,C-LCV,CL-LCVIN-01,1,1
9/1/1998,C-LCV,CL-LCVPS-01,1,1.4
9/1/1998,C-LCV,CL-LCVTO-01,2,1.4
9/2/1998,C-HP,CL-HPPS2-01,1,0.6
9/2/1998,C-LCV,CL-LCVIN-01,2,2.2
9/2/1998,C-LCV,CL-LCVPS-01,2,2
9/2/1998,C-LCV,CL-LCVTO-01,1,1
9/3/1998,C-JP,CL-JPPS2-01,1,1.6
9/3/1998,C-LCV,CL-LCVIN-01,1,1
9/3/1998,C-LCV,CL-LCVPS-01,1,1.4
9/3/1998,C-LCV,CL-LCVTO-01,2,1.4
9/4/1998,C-HP,CL-HPPS2-01,1,0.6
9/4/1998,C-LCV,CL-LCVIN-01,2,2.2
9/4/1998,C-LCV,CL-LCVPS-01,2,2
9/4/1998,C-LCV,CL-LCVTO-01,1,1
9/7/1998,C-HP,CL-HPPS2-01,1,0.6
9/7/1998,C-LCV,CL-LCVIN-01,2,2.2
9/7/1998,C-LCV,CL-LCVPS-01,2,2
9/7/1998,C-LCV,CL-LCVTO-01,1,1
9/8/1998,C-JP,CL-JPPS2-01,1,1.6
9/8/1998,C-LCV,CL-LCVIN-01,1,1
9/8/1998,C-LCV,CL-LCVPS-01,1,1.4
9/8/1998,C-LCV,CL-LCVTO-01,2,1.4
9/9/1998,C-HP,CL-HPPS2-01,1,0.6
9/9/1998,C-LCV,CL-LCVIN-01,2,2.2
9/9/1998,C-LCV,CL-LCVPS-01,2,2
9/9/1998,C-LCV,CL-LCVTO-01,1,1
9/10/1998,C-JP,CL-JPPS2-01,1,1.6
9/10/1998,C-LCV,CL-LCVIN-01,1,1
9/10/1998,C-LCV,CL-LCVPS-01,1,1.4
9/10/1998,C-LCV,CL-LCVTO-01,2,1.4
9/11/1998,C-HP,CL-HPPS2-01,1,0.6
9/11/1998,C-LCV,CL-LCVIN-01,2,2.2
9/11/1998,C-LCV,CL-LCVPS-01,2,2
9/11/1998,C-LCV,CL-LCVTO-01,1,1
9/14/1998,C-HP,CL-HPPS2-01,1,0.6
9/14/1998,C-LCV,CL-LCVIN-01,3,3.8
9/14/1998,C-LCV,CL-LCVPS-01,2,2
9/14/1998,C-LCV,CL-LCVTO-01,1,1
9/15/1998,C-JP,CL-JPPS2-01,1,1.6
9/15/1998,C-LCV,CL-LCVIN-01,2,2.6
9/15/1998,C-LCV,CL-LCVPS-01,1,1.4
9/15/1998,C-LCV,CL-LCVTO-01,2,1.4
9/16/1998,C-HP,CL-HPPS2-01,1,0.6
9/16/1998,C-LCV,CL-LCVIN-01,2,2.6
9/16/1998,C-LCV,CL-LCVPS-01,2,2
9/16/1998,C-LCV,CL-LCVTO-01,2,2.2
9/17/1998,C-JP,CL-JPPS2-01,2,2.6
9/17/1998,C-LCV,CL-LCVIN-01,2,2.6
9/17/1998,C-LCV,CL-LCVPS-01,1,1.4
9/17/1998,C-LCV,CL-LCVTO-01,1,0.4
9/18/1998,C-HP,CL-HPPS2-01,1,0.6
9/18/1998,C-LCV,CL-LCVIN-01,2,2.6
9/18/1998,C-LCV,CL-LCVPS-01,2,2
9/18/1998,C-LCV,CL-LCVTO-01,1,1.2
9/21/1998,C-HP,CL-HPPS2-01,1,0.6
9/21/1998,C-LCV,CL-LCVIN-01,2,2.6
9/21/1998,C-LCV,CL-LCVPS-01,2,2
9/21/1998,C-LCV,CL-LCVTO-01,1,1.2
9/22/1998,C-JP,CL-JPPS2-01,2,2.6
9/22/1998,C-LCV,CL-LCVIN-01,2,2.6
9/22/1998,C-LCV,CL-LCVPS-01,1,1.4
9/22/1998,C-LCV,CL-LCVTO-01,1,0.4
9/23/1998,C-HP,CL-HPPS2-01,1,0.6
9/23/1998,C-LCV,CL-LCVIN-01,2,2.6
9/23/1998,C-LCV,CL-LCVPS-01,2,2
9/23/1998,C-LCV,CL-LCVTO-01,1,1.2
9/24/1998,C-JP,CL-JPPS2-01,2,2.6
9/24/1998,C-LCV,CL-LCVIN-01,2,2.6
9/24/1998,C-LCV,CL-LCVPS-01,1,1.4
9/24/1998,C-LCV,CL-LCVTO-01,1,0.4
9/25/1998,C-HP,CL-HPPS2-01,1,0.6
9/25/1998,C-LCV,CL-LCVIN-01,2,2.6
9/25/1998,C-LCV,CL-LCVPS-01,2,2
9/25/1998,C-LCV,CL-LCVTO-01,1,1.2
9/28/1998,C-HP,CL-HPPS2-01,1,0.6
9/28/1998,C-LCV,CL-LCVIN-01,2,2.6
9/28/1998,C-LCV,CL-LCVPS-01,2,2
9/28/1998,C-LCV,CL-LCVTO-01,1,1.2
9/29/1998,C-JP,CL-JPPS2-01,2,2.6
9/29/1998,C-LCV,CL-LCVIN-01,1,1.6
9/29/1998,C-LCV,CL-LCVPS-01,1,1.4
9/29/1998,C-LCV,CL-LCVTO-01,2,1.4
9/30/1998,C-HP,CL-HPPS2-01,1,0.6
9/30/1998,C-LCV,CL-LCVIN-01,1,1.6
9/30/1998,C-LCV,CL-LCVPS-01,2,2
9/30/1998,C-LCV,CL-LCVTO-01,2,2.2
10/1/1998,C-JP,CL-JPPS2-01,2,2.6
10/1/1998,C-LCV,CL-LCVIN-01,1,1.6
10/1/1998,C-LCV,CL-LCVPS-01,1,1.4
10/1/1998,C-LCV,CL-LCVTO-01,2,1.4
10/2/1998,C-HP,CL-HPPS2-01,1,0.6
10/2/1998,C-LCV,CL-LCVIN-01,1,1.6
10/2/1998,C-LCV,CL-LCVPS-01,2,2
10/2/1998,C-LCV,CL-LCVTO-01,2,2.2
10/5/1998,C-HP,CL-HPPS2-01,1,0.6
10/5/1998,C-LCV,CL-LCVIN-01,1,1.6
